postcode,Number of individuals,"Taxable income or loss3 no.","Taxable income or loss3 $","Gross tax no.","Gross tax $","Medicare levy no.","Medicare levy $","Medicare levy surcharge no.","Medicare levy surcharge $","Net tax no.","Net tax $","HELP assessment debt no.","HELP assessment debt $","Salary or wages no.","Salary or wages $","Allowances earnings tips directors fees etc no.","Allowances earnings tips directors fees etc $","Employer lump sum payments amount A no.","Employer lump sum payments amount A $","Employment termination payments taxable component no.","Employment termination payments taxable component $","Australian government allowances and payments no.","Australian government allowances and payments $","Australian government pensions and allowances no.","Australian government pensions and allowances $","Australian annuities and superannuation income streams taxable component taxed element no.","Australian annuities and superannuation income streams taxable component taxed element $","Australian annuities and superannuation income streams taxable component untaxed element no.","Australian annuities and superannuation income streams taxable component untaxed element $","Gross interest no.","Gross interest $","Dividends unfranked no.","Dividends unfranked $","Dividends franked no.","Dividends franked $","Dividends franking credit no.","Dividends franking credit $","Total Income or Loss3 no.","Total Income or Loss3 $","Total work related car expenses no.","Total work related car expenses $","Work related travel expenses no.","Work related travel expenses $","Total work related uniform/clothing expenses no.","Total work related uniform/clothing expenses $","Total work related self education expenses no.","Total work related self education expenses $","Other work related expenses no.","Other work related expenses $","Low value pool deduction no.","Low value pool deduction $","Interest deductions no.","Interest deductions $","Dividend deductions no.","Dividend deductions $","Gifts or donations no.","Gifts or donations $","Cost of managing tax affairs no.","Cost of managing tax affairs $","Total deductions3 no.","Total deductions3 $","Total reportable fringe benefits amount no.","Total reportable fringe benefits amount $","Reportable employer superannuation contributions no.","Reportable employer superannuation contributions $","Net primary production distribution no.","Net primary production distribution $","Net non primary production distribution no.","Net non primary production distribution $","Share of franking credit from franked dividends no.","Share of franking credit from franked dividends $","Net PSI transferred no.","Net PSI transferred $","Deferred non-commercial business losses primary production deferred losses no.","Deferred non-commercial business losses primary production deferred losses $","Deferred non-commercial business losses non primary production deferred losses no.","Deferred non-commercial business losses non primary production deferred losses $","Capital gains net capital gain no.","Capital gains net capital gain $","Estimated tax on net capital gains no.","Estimated tax on net capital gains $","Capital gains total current year capital gains no.","Capital gains total current year capital gains $","Capital gains net capital losses carrier forward no.","Capital gains net capital losses carrier forward $","Foreign source income assessable foreign source income no.","Foreign source income assessable foreign source income $",Foreign source income other net foreign source income,Foreign source income other net foreign source income,"Foreign source income foreign income tax offset no.","Foreign source income foreign income tax offset $","Gross rent no.","Gross rent $","Rent interest deductions no.","Rent interest deductions $","Rent capital works deductions no.","Rent capital works deductions $","Rent other rental deductions no.","Rent other rental deductions $",Net rent - profit no.,Net rent - profit $,Net rent - loss no.,Net rent - loss $,"Net rent3 no.","Net rent3 $","Other income category 1 no.","Other income category 1 $","Other income category 2 no.","Other income category 2 $","Personal superannuation contributions no.","Personal superannuation contributions $","Other deductions no.","Other deductions $","Total business income3 no.","Total business income3 $","Total business expenses3 no.","Total business expenses3 $","Net income or loss from business no.","Net income or loss from business $","Estimated business net tax no.","Estimated business net tax $","Australian superannuation income stream tax offset no.","Australian superannuation income stream tax offset $","Net medical expenses over the threshold amount tax offset no.","Net medical expenses over the threshold amount tax offset $","Low income tax offset no.","Low income tax offset $","Mature age worker tax offset no.","Mature age worker tax offset $","Termination payment tax offset no.","Termination payment tax offset $"
2840,1032,1032,59428564,1032,11144857,984,854138,18,23823,1032,11370188,59,174759,928,51397601,321,820858,33,498198,25,271931,65,332350,27,205769,5,27282,3,61954,578,738153,67,15517,184,499989,184,214156,1032,62515028,259,606759,148,382573,721,190431,52,96101,625,614638,43,8796,5,2747,4,5660,230,77500,578,186421,946,2728288,93,1725609,71,503484,82,1822887,122,3025813,23,102869,5,33369,14,244901,9,98687,31,387983,31,97578,43,1056824,60,980307,17,5754,16,2832,14,695,179,2247995,162,1144767,69,139862,186,1314362,57,270527,130,-621523,187,-350996,86,71272,14,31913,26,501280,43,55382,101,7562983,96,5251468,101,2148530,75,373336,7,7894,14,11521,730,230032,114,52186,50,95249
2842,141,141,7239851,141,1243729,129,99398,2,2295,141,1249572,8,30480,118,6039510,32,66850,1,17563,2,31936,9,39374,5,20048,1,37098,0,0,79,100318,13,1834,35,84355,34,36022,141,7625993,41,85405,12,19769,90,22350,7,13591,75,122248,4,1320,3,8094,0,0,34,6266,67,15544,122,378209,6,118127,10,60751,22,277049,23,231042,8,17579,0,0,1,5728,3,35984,5,4563,5,357,7,487944,8,47490,3,426,3,426,3,81,17,400329,12,108315,5,9870,16,123164,10,198956,7,-39976,17,158980,9,1012,1,9,4,78000,5,5622,17,1156609,17,784033,17,374379,12,53971,1,5565,1,317,107,36779,26,10369,3,9444
2843,399,399,22029644,399,4079763,376,311174,3,5246,399,4152258,12,37822,344,18756159,127,220324,4,12593,7,37023,15,65363,11,97993,1,2565,7,134682,238,385589,46,119587,111,995932,111,426798,399,23575511,145,464968,40,74739,294,81891,23,30053,245,403910,8,6549,8,30581,4,33864,95,23692,252,67705,372,1482237,31,474557,36,209281,66,520035,73,1648237,29,210680,2,67311,1,989,1,881,21,103091,21,21515,31,450386,33,1901947,20,4835,20,4835,20,691,66,849032,52,388644,9,33466,66,415422,30,178785,37,-167285,67,11500,37,24167,1,1122,14,208892,14,45032,41,4860539,41,4777238,41,-26526,18,75353,7,12718,6,9452,306,103575,67,29387,6,3014
2844,406,406,23048749,406,4434263,366,319735,3,2550,406,4477439,12,37234,318,16132277,123,282806,4,29264,6,22545,16,83650,13,120407,4,53000,5,137595,250,697001,48,43616,133,1654822,133,709165,406,24640293,138,345395,31,82565,281,76205,20,24149,227,253051,4,470,11,15042,5,3887,99,35322,211,64215,359,1464850,21,271305,38,193693,115,569281,112,2498685,39,66405,1,225,5,257402,3,23260,31,316041,30,61090,39,1034888,33,511597,37,17558,36,8718,31,3903,67,851322,48,388429,8,11828,67,446137,30,170529,36,-165601,66,4928,32,67828,4,63268,31,476681,36,87393,44,3847744,44,2958154,43,745364,23,241042,8,17448,5,4606,313,103665,63,28888,9,14833
2845,712,712,51629172,712,11395406,682,750357,12,13169,712,11739246,16,45842,673,47035145,170,475098,21,464065,47,1230465,41,172187,11,103311,9,88341,2,39842,391,343381,51,8428,146,377139,146,161577,712,53433328,264,509134,55,190847,585,165048,45,52252,508,493876,35,8905,9,930,5,5078,417,75914,528,96960,683,1804157,28,436137,146,1038232,9,-135534,59,2003870,18,48657,4,127141,2,34789,11,49628,17,195249,17,42026,20,355600,38,514081,17,10989,16,5973,14,547,72,996324,60,503031,33,57690,72,562605,24,145777,48,-272779,72,-127002,30,9718,7,14890,6,91549,84,113245,30,3195750,31,2632059,31,510501,17,153741,9,13316,12,5903,408,129002,54,21303,58,217264
2846,66,66,4229559,66,875731,61,60070,1,1419,66,881671,0,0,57,3403468,24,86939,4,64031,5,166072,5,16697,1,9822,3,10484,2,43612,43,33168,7,2288,18,64286,18,27543,66,4476945,16,34901,11,20226,48,12458,5,11503,45,89142,3,1592,1,7976,0,0,28,7011,38,15244,56,247386,0,0,14,55789,6,-84190,6,448486,5,36131,0,0,4,18196,1,13476,2,9348,2,1636,2,9348,8,737462,1,41,1,41,1,3,6,72981,4,32294,3,6357,6,39194,3,14841,3,-19705,6,-4864,2,358,0,0,2,42749,4,4584,6,415361,6,290815,6,124293,4,18260,4,3685,0,0,45,14776,8,3950,9,30667
2847,747,747,53193543,747,11820311,714,766885,15,17494,747,12080715,8,36896,712,49313706,205,409055,16,208827,55,2100042,57,280601,18,195480,8,87397,4,90657,411,352850,38,25771,140,771390,139,330565,747,55057415,285,618168,60,163344,605,162688,34,61699,539,501103,28,7610,15,9150,11,42652,428,85565,541,103199,712,1860995,27,356698,141,961591,11,-135399,39,455922,13,61008,1,17985,2,42436,8,79747,12,158710,12,41845,17,343776,26,404689,16,47539,14,19522,13,7633,62,945118,55,485481,23,44861,64,551277,19,132777,45,-269278,64,-136501,27,20983,6,13968,0,0,89,105629,33,2322160,37,2074948,37,174169,19,100187,9,15490,13,4673,446,150688,65,27459,59,260777
2848,360,360,22863256,360,4669234,333,319695,4,8501,360,4715048,8,12583,329,20870950,81,88771,18,170304,15,106039,35,196251,9,80738,2,62003,5,146634,190,227132,12,7053,71,156459,71,67037,360,23682540,131,242600,26,28115,284,75252,21,49456,235,281213,3,377,1,20,1,4496,121,58629,217,54652,334,819284,17,325303,53,311596,13,-107095,24,319068,12,19455,1,22668,2,48681,2,6939,14,52773,14,9442,15,103928,10,220630,14,45908,14,12855,14,3538,36,525393,32,216492,10,35515,37,258634,13,120846,24,-106094,37,14752,16,37690,3,7181,0,0,20,21803,24,2488481,24,1960958,24,499282,20,86104,4,16574,10,3768,231,80667,33,15370,30,130824
2849,464,464,34577771,463,8077031,442,497040,13,17647,464,8192662,13,40200,380,26407549,100,221421,14,224498,11,246752,16,64373,9,69459,6,194392,4,112147,312,660096,44,123639,140,989356,140,416506,464,36457714,142,332017,32,61871,302,74291,22,33323,266,324734,14,5494,10,142092,5,14617,151,46416,256,92339,403,1431668,24,358973,57,301309,71,-336391,68,1185518,28,81968,0,0,15,520440,6,44916,32,2885228,31,1200847,40,14915686,52,3318133,22,38198,20,4680,18,2964,77,1299510,66,797225,25,50421,79,557046,31,282943,48,-388125,79,-105182,31,62589,5,89,11,216180,41,77007,72,9903893,69,7906636,73,1975913,45,561586,9,36962,5,3329,284,94633,69,29537,23,126464
2850,6403,6403,463846984,6403,105163414,6093,6673716,159,213991,6403,108397876,178,629000,5717,396298822,1500,4250331,116,2193483,116,2056216,355,1529788,131,978568,67,1688165,52,1485980,3810,6212969,503,667762,1615,13884322,1612,5951425,6403,483721097,2184,5736207,539,1169550,4844,1324648,423,763166,3933,4559271,219,118400,86,136930,89,336074,2225,795448,3583,1313759,5934,19572432,371,6001942,656,4557086,383,-483131,883,23722789,307,1053182,12,419762,76,1393719,64,521491,295,5207768,290,1532216,402,13462696,456,8372153,253,637800,236,266623,229,75322,1147,20815991,970,11293518,454,1261837,1154,9764107,420,3995479,739,-5504930,1159,-1509451,424,647876,80,354709,113,2114369,562,1153884,529,49507862,544,36471762,552,12443869,379,3305688,89,328353,146,140970,3950,1324400,589,254603,195,1016977
2852,1162,1162,97419654,1162,25156422,1091,1408702,38,50395,1162,26109272,33,87840,1063,74587877,277,460700,18,272170,21,208404,92,457002,21,198066,10,219922,5,114947,632,979120,74,69702,248,3006164,247,1288293,1162,100848234,409,935149,75,282507,944,251924,55,84547,731,879284,45,17587,3,2634,9,6251,389,133606,692,215395,1100,3357941,65,1076319,134,822723,90,-1985233,137,3796709,37,186723,2,34584,18,487706,9,111065,45,15426395,44,6999115,53,33605542,58,759750,37,16679,37,16679,33,1844,173,2242692,151,1318876,65,134654,175,1219441,57,339940,120,-770219,177,-430279,75,23775,3,571,24,371326,101,173350,90,11023579,96,9459275,92,1295737,52,390481,12,35064,23,11650,698,241693,134,58632,28,40867
2864,349,349,20955603,349,4139036,338,303893,5,4319,349,4257539,7,18391,294,17044427,88,157752,7,86985,8,94367,15,69231,3,32947,0,0,2,69657,218,377802,31,46079,91,944193,91,404624,349,22051827,113,324621,34,78882,236,69676,27,32152,215,205105,11,4449,8,2010,9,2955,141,36133,175,48647,308,1049973,29,492986,32,175670,57,537494,73,1025228,23,86531,2,67410,3,124081,2,25559,18,163397,18,30640,21,715319,35,340929,17,255638,15,2927,15,270,49,646661,40,320970,13,23690,47,318424,24,170645,25,-187068,49,-16423,12,145599,1,1926,6,199196,25,46147,33,3239773,34,2815173,34,390302,22,127631,0,0,6,7185,239,78940,42,18871,10,21609
2865,314,314,18532346,314,3533155,300,265440,5,6781,314,3617998,6,21276,268,15753426,120,168064,3,90102,4,5499,11,42692,4,35930,0,0,0,0,158,229448,29,9353,65,139924,65,59956,314,19464305,84,196921,33,79471,229,62763,15,24940,202,172276,4,2774,8,10721,2,380,120,20412,176,60275,286,891168,20,259643,28,129194,54,862668,56,933878,16,4816,1,19975,1,3773,3,15160,11,65665,11,11139,14,147615,23,343513,13,4238,12,4099,14,871,51,784973,44,403273,14,13941,51,341796,24,123135,27,-97172,51,25963,22,13636,2,615,10,184694,33,75541,35,2917631,34,2063684,34,860462,28,154109,0,0,8,8871,211,65105,47,20389,6,13753
2866,1095,1095,65703954,1095,12942467,1053,953226,7,8188,1095,13233920,22,66562,937,53001669,292,751008,12,399204,20,189498,51,198960,18,165692,12,292937,6,224700,662,1179389,122,81305,327,1985377,327,850238,1095,69157581,316,737333,84,252430,756,197249,72,158344,657,666063,24,10644,27,20672,28,32431,425,202111,549,179084,994,3420445,78,1277551,123,895979,154,3360092,231,3817198,83,447890,4,59115,9,160257,20,105690,78,592209,78,131914,107,2316869,88,1490885,60,113812,57,103401,50,11288,183,2722384,138,1262478,46,103609,189,1548536,77,565681,114,-757920,191,-192239,83,181337,12,160735,39,751092,81,212851,98,7642765,102,5966283,105,1659190,70,372192,16,53302,31,16099,757,247210,144,63581,25,60300
2867,216,216,11083827,216,1926409,199,154330,0,0,216,1939856,5,25466,174,7829832,40,99800,2,15264,0,0,11,53568,2,39589,2,11489,1,26075,138,175570,37,25822,70,451916,70,190729,216,11900201,57,198052,15,32342,138,37418,4,9492,107,136620,7,462,4,24943,9,12236,80,25515,100,34343,191,786893,4,69446,20,159910,46,1358353,68,1165203,25,122571,2,26295,2,23524,1,3327,19,61235,18,11446,26,192144,24,130767,17,1713,17,1713,17,358,36,534901,30,320959,10,16414,35,281126,14,50292,21,-133890,35,-83598,20,48881,1,6,16,248455,15,27015,25,1426476,24,960546,25,455165,20,71786,2,1723,5,6969,168,59677,28,11682,0,0
2868,214,214,12962260,214,2768404,193,180644,1,2095,214,2788545,4,10207,173,8339023,66,109992,2,10048,1,509,13,63811,5,52903,1,3862,1,20778,138,449053,20,23176,53,775148,53,332202,214,13877533,82,188381,23,116750,145,47975,7,20531,125,176745,9,2853,1,64,1,21021,74,17359,112,28580,184,809306,8,161729,15,104087,50,1218608,38,1671764,11,289929,0,0,7,91817,1,2508,7,53649,6,7378,9,137396,12,56036,9,13321,8,4095,6,392,23,280086,18,101184,11,10555,23,107886,10,84775,13,-24314,23,60461,12,1355,0,0,10,178070,7,10977,26,1672961,27,1438967,27,242042,20,55190,1,579,4,3456,169,58948,28,12017,3,264
2869,412,412,22865467,412,4297733,373,314259,7,5858,412,4324434,6,15106,302,15810466,102,131647,1,1454,5,11396,40,239739,8,105811,6,87604,0,0,265,705977,47,13580,127,519987,127,222860,412,24562099,109,261314,34,50398,207,61073,11,9137,228,207719,14,2918,25,2488,19,5511,103,48874,185,47858,351,1653412,22,340173,34,232990,107,3584340,86,1859188,23,15939,1,1469,4,64533,6,38429,19,286599,19,63677,30,1147944,64,468686,23,6522,23,6522,19,716,64,1129437,42,391437,23,49026,64,545865,39,363830,27,-220721,66,143109,21,8892,5,12416,39,915503,18,40619,34,4592789,35,3783865,36,605906,27,82625,6,12136,7,2451,294,100953,64,27806,6,1318
2870,4540,4540,279597457,4540,56076551,4312,3972348,68,94165,4540,57367497,146,484726,4080,242511723,1253,2420978,85,1705393,78,931996,320,1526458,81,587590,51,1238174,26,628362,2774,3896687,346,196497,1036,5395172,1035,2311525,4540,293188971,1495,3177220,570,1231075,3455,1161727,301,474097,3147,3337959,186,38577,153,80697,100,241648,1910,524129,2829,703526,4237,13408043,280,4559474,513,3560809,262,5911610,630,11338907,223,484368,17,668888,19,339298,32,194411,167,1897180,166,412534,232,8508354,351,5008861,156,227486,152,103390,150,39506,702,10232665,596,5523332,198,502410,695,4938447,236,1920516,470,-2652040,706,-731524,290,365930,48,136853,108,1890225,268,544738,286,35468178,288,28045656,291,7282383,213,1739441,54,196961,80,67913,3019,1019505,468,201997,147,474861
2871,3331,3331,195499796,3331,38179067,3148,2779302,54,65271,3331,38650303,97,287814,2798,147264740,733,1758810,29,350536,27,293185,217,1006320,82,615527,42,657176,30,635512,2085,4589286,328,194439,899,8782659,897,3763544,3331,207594587,1025,2401341,284,794983,2415,717121,211,349704,1899,1977908,59,20753,61,228494,74,337831,1053,290319,1786,526536,3035,10662624,248,4445773,352,3007405,372,10432010,649,16548159,188,1283830,7,157794,32,571436,25,257835,139,1254751,139,303129,214,6338362,310,5199132,146,103232,143,99764,132,7141,487,7013687,345,2491408,127,259950,483,3279543,241,2073148,248,-1090362,489,982786,215,123517,34,279237,140,2675935,187,341072,301,34242260,293,26124931,306,7742093,241,1620780,50,117535,57,43656,2443,814654,432,187237,54,316933
2873,226,226,13731076,226,2834942,216,198914,2,7932,226,2743788,5,17067,143,6788064,46,95012,2,4512,0,0,6,33737,5,51888,0,0,0,0,154,855930,47,8120,99,323246,99,138325,226,14963752,54,140509,19,30117,104,40305,6,7598,101,166095,2,592,5,307837,2,224,45,14022,79,21184,175,1211226,7,97569,11,85399,102,4592166,79,726815,33,23962,0,0,3,81860,1,701,13,28199,13,1621,22,117374,28,202800,22,55338,22,11993,19,3810,25,327854,13,95798,4,4796,24,144752,18,122676,7,-40168,25,82508,17,20431,2,1320,24,470829,8,11914,34,6341207,35,4057548,34,2217080,26,557430,0,0,3,2027,163,53695,37,14561,3,253
2874,166,166,8093695,166,1334043,156,114897,0,0,166,1278337,6,12977,105,4708513,48,107074,1,32001,0,0,8,50788,3,23680,1,25289,0,0,125,308085,33,2726,60,88078,60,37736,166,8781376,44,109376,14,15518,73,23874,4,2720,67,71947,6,628,4,693,0,0,29,12180,38,8726,118,639772,9,215070,11,87932,81,2396613,69,426885,8,5895,0,0,1,60607,1,251,4,6480,4,261,7,44441,18,373842,9,1085,9,1085,8,183,17,238052,10,93470,7,9003,16,150012,9,30973,8,-45406,17,-14433,8,1343,2,1780,20,379870,5,14240,24,2593474,22,1782507,24,777295,22,67009,1,3793,1,1401,139,45858,38,17903,0,0
2875,309,309,16769356,309,3104294,280,227214,2,1922,309,2837128,8,26271,209,10061011,82,178960,3,47921,3,99430,30,143075,5,42365,4,75567,3,97209,191,564680,54,24267,110,650813,110,278889,309,18143522,80,209145,28,46922,164,49983,15,15027,163,196403,15,3981,11,1843,10,3215,72,22463,128,145094,237,1148432,9,115189,15,102873,104,4162881,73,404272,34,30996,0,0,3,33699,2,4314,9,12769,9,3072,12,67781,41,622579,16,30410,15,1887,16,313,33,544867,21,105287,9,8588,32,269981,18,210795,16,-49784,34,161011,14,837,1,20,20,448885,5,5471,46,5474321,43,3844882,46,1619486,35,254974,3,8450,2,2232,234,80040,68,28108,6,30849
2876,131,131,6703337,131,1179118,120,93308,1,857,131,1112332,4,12545,96,4743655,32,83436,1,1888,1,2241,11,65056,2,32741,1,13068,2,19973,86,145283,28,20574,53,117242,53,50220,131,7046098,34,96429,13,32438,68,21512,6,9371,66,63847,2,143,2,65,1,264,29,9680,59,19219,103,334174,8,130109,9,72209,50,951081,34,128331,11,4199,1,34439,2,92537,2,6216,4,49562,3,132,7,199111,36,88601,10,10151,9,3817,9,1749,16,276265,9,72830,3,6952,15,98037,7,143754,10,-45308,17,98446,10,864,2,10,6,80300,2,906,21,2154745,21,1744187,23,329366,15,58964,2,2627,2,3117,106,36447,27,11627,2,49481
2877,1459,1459,83264158,1459,15945207,1351,1165244,25,33258,1459,15978053,52,184991,1161,59781051,274,722061,18,371586,20,143866,84,413954,56,559174,12,212524,8,197965,816,1607039,146,133534,361,3352668,361,1436818,1459,87811578,372,842169,121,289548,944,274658,72,165392,788,740588,60,14368,39,118661,27,20423,492,135724,834,235132,1282,4312841,66,810059,100,790927,251,6896982,300,7009019,87,233727,16,432237,18,259362,13,82040,61,378445,60,79628,76,2350961,82,976665,49,15083,49,15083,43,2041,163,2421312,126,1003603,55,143546,161,1064734,82,634293,79,-424864,161,209429,117,70953,9,50443,73,1375377,58,100328,130,14625265,126,10732645,133,3704468,105,553016,17,38357,31,31371,1047,349205,213,88857,37,78839
2878,132,132,9933046,132,2312017,131,146156,6,4246,132,2232217,5,13712,76,4284543,20,71312,2,20914,0,0,2,3104,2,22015,0,0,0,0,89,323250,13,1537,40,177687,40,76144,132,10575470,22,56161,10,30487,60,19823,1,11200,54,68061,3,2081,6,1052,0,0,37,8951,63,22289,103,642424,5,63611,7,31841,57,6294518,42,201446,10,9050,0,0,1,7711,1,2896,5,28276,5,1745,5,56227,10,28430,1,45,1,45,1,7,22,525385,16,129228,5,55261,23,173971,14,219573,9,-52648,23,166925,26,46393,0,0,18,403683,8,18636,21,2723716,20,2159818,20,546703,14,92723,0,0,4,4349,71,24840,25,11127,2,799
2879,198,198,13477837,198,2889011,187,194016,13,14484,198,2965747,11,41355,164,10210702,42,285105,0,0,2,4633,11,45477,3,37852,1,19105,0,0,101,221317,19,29048,29,591281,29,253390,198,14044183,57,142956,21,39878,137,41182,9,15880,107,127318,2,851,1,500,4,1591,48,20494,115,34666,175,543782,10,180433,13,60604,16,548929,26,815967,9,128992,4,179103,3,145595,2,14069,4,45408,4,13100,9,365573,13,345132,6,3023,6,3023,4,96,28,601278,21,223016,10,32552,28,358657,11,109987,17,-122934,28,-12947,12,6085,1,134,8,113674,4,4792,15,2496344,14,1768012,16,620774,12,153947,1,2866,3,2098,121,35515,22,10316,4,15677
2880,6623,6623,419409475,6623,85162635,6344,6027194,127,145628,6623,86558602,242,799503,6129,374354589,1290,2757109,112,1532907,103,1359400,497,2350324,171,1424947,63,904611,32,744315,3482,5031688,435,290279,1018,7989401,1016,3420708,6623,435242032,1504,3300902,535,1171060,5309,1448693,357,668224,4589,4462309,64,19317,95,58467,76,160231,1901,591152,3814,903771,6260,15418037,676,11763190,1028,6782880,185,7276627,699,11499411,251,528419,20,469172,31,449470,64,451703,237,1995652,236,514251,313,5302013,412,5769370,224,659652,221,110569,200,176585,948,12100296,780,6212723,234,581064,958,7439971,350,1839787,610,-3973249,960,-2133462,377,577718,47,231802,102,1997779,301,616760,360,40026017,355,29296002,372,10536665,268,2183308,76,167853,47,25793,4259,1389296,633,272910,190,589364
2898,196,196,12028605,196,2471229,191,174057,4,3577,196,2296213,1,2170,171,8260683,51,251724,1,20260,4,83383,1,6436,3,42876,3,120074,3,84967,135,205543,18,10622,45,408106,45,174871,196,12406031,10,23505,6,3679,91,18509,5,4127,108,67790,4,5228,8,40158,6,9348,58,102641,96,33097,171,377426,1,83230,27,189812,3,31524,51,1139145,12,3696,1,3034,2,96566,5,34667,14,346753,14,89908,22,729677,19,319013,13,20161,12,4738,14,44597,44,859785,27,166818,14,29385,42,311877,30,444365,14,-92660,44,351705,14,10281,3,2285,5,56340,9,13004,34,4220622,30,3457147,35,697853,29,147377,4,19954,1,725,144,48734,33,14549,4,5373
2899,51,51,4222156,51,1072011,28,27160,0,0,51,977668,0,0,28,2050569,3,1408,0,0,2,844,0,0,1,20062,1,26088,3,332384,28,102719,8,4655,19,620233,19,265869,51,4390626,5,13942,7,20427,15,3757,0,0,16,18153,0,0,1,3672,5,8233,11,3788,27,20813,40,168470,1,12986,3,30670,0,0,6,245116,1,4527,0,0,0,0,0,0,4,92898,4,21343,5,192579,4,171686,4,2204,4,2204,4,386,14,479429,10,98486,5,16333,14,149586,10,231840,4,-16816,14,215024,3,3772,1,420,2,70000,3,5685,3,519556,4,358264,4,161292,1,44450,4,37149,0,0,27,8856,5,2178,4,47949
800,3836,3836,308564037,3836,76880218,3014,3594509,194,265905,3836,77946100,214,946991,3679,268853560,909,3486013,50,347947,88,634290,116,518896,8,86656,25,267598,47,1904529,1976,1937147,123,172428,341,3032376,339,1297672,3836,319734398,1229,2827092,443,730155,2675,907214,246,466303,2618,2862142,99,66488,116,153218,43,182103,1240,412673,1982,639773,3473,10245155,364,13627899,290,2093300,3,-1940,172,18232192,79,7015029,61,804692,1,63668,17,38333,95,12637508,95,5462146,132,27338177,154,3964102,80,780475,66,230997,69,185906,612,14361118,552,8482578,360,1457492,618,7540686,179,1677138,441,-4796773,620,-3119635,227,164816,22,135476,20,566626,128,427725,162,22785314,157,16634304,172,5977329,141,1333995,50,187270,26,18095,2262,702579,105,43049,118,225459
801,1201,1201,101195791,1200,25334817,1113,1408987,36,65601,1201,25363226,50,193573,1046,84031688,169,1227760,20,414369,38,767485,27,117108,18,141268,11,64334,46,2125593,587,825326,102,83059,233,3825724,232,1639523,1201,105429289,377,1101813,126,243280,753,373517,98,255639,830,1308254,54,33953,41,23766,23,65974,433,170964,814,297301,1100,4216703,117,3727248,115,980193,5,-145448,108,3489074,35,269666,19,784293,2,47157,16,159430,65,1491342,65,435242,78,2831363,79,2199637,48,657756,40,96567,33,155379,328,8723655,289,4722966,164,630953,327,4278629,120,1246729,209,-2155622,329,-908893,104,225813,6,24251,13,184124,56,153918,90,11965182,92,8284844,97,3506978,67,873469,43,193542,16,7159,555,166980,89,37132,52,281508
804,289,289,25324212,289,6258883,282,372035,13,24191,289,6240724,12,37540,263,21665424,45,392009,7,173113,13,135071,8,19382,3,34914,6,123270,15,519689,179,367596,42,12234,74,563612,74,241526,289,26288071,97,212937,26,64173,182,45577,10,37024,206,256252,21,13846,12,28071,9,57871,113,44472,198,97451,275,963859,39,1073900,49,395356,4,-20575,39,772440,21,51725,8,201396,0,0,1,4640,16,156403,16,37723,23,601521,25,508719,17,34032,16,30283,13,2709,101,2781798,91,1536097,59,227972,101,1459322,35,319297,64,-760890,99,-441593,19,610237,3,549,2,61700,18,42445,28,2119553,29,1448010,29,663658,20,150178,18,58981,5,3038,128,38514,29,12554,12,35432
810,16956,16956,1226462304,16955,273140588,15536,16880394,596,760709,16956,275559096,942,3638179,15593,1094234074,3319,10528896,214,2208735,365,3311723,715,3022396,207,1424031,133,1447611,464,16407501,9375,10886105,816,521020,2210,20578984,2203,8816402,16956,1275117936,5927,12014978,1970,2759645,12071,3586875,1272,2576109,11829,14255403,737,447207,635,963722,214,703671,7089,2675600,10642,3278285,15935,48351026,1880,35761933,1549,11793119,27,96208,1375,41801229,571,2619462,252,5337594,15,295372,135,702218,539,9142992,539,2704415,712,20769502,847,16277685,619,3329607,538,992839,503,631665,3498,84081940,3201,48812090,1974,7322428,3568,39900119,1142,11217455,2434,-23170152,3576,-11952697,1214,1014974,172,519692,141,2689287,854,2343687,1274,115734407,1239,68247620,1310,47488760,1083,11496834,453,1377814,187,116847,9536,2842196,930,382016,497,866774
811,586,586,47611252,586,11407483,566,691979,18,22126,586,11440644,31,159457,507,39818193,84,340055,6,182077,16,316316,10,32716,14,89136,7,74499,34,1178546,319,477359,47,9277,114,756687,114,324258,586,49321540,161,328219,72,151922,367,96451,40,135902,383,534152,48,43214,31,46644,9,38171,244,85425,401,129985,540,1704910,83,1413678,76,714055,2,10096,72,1813597,23,60776,15,340650,2,1680157,7,35567,38,714476,38,198856,43,1531876,44,1025244,25,22858,21,3953,21,21330,179,4947792,169,2896484,95,389252,180,2379690,58,619773,124,-1337407,182,-717634,47,28977,11,12475,2,30960,44,82682,48,8601060,48,5578621,49,1479800,41,488573,34,104359,10,7668,275,79781,59,24241,18,130066
812,9914,9914,699650165,9914,151428961,9494,10030366,275,316076,9914,151816269,428,1551360,9216,639731451,1644,4368663,134,1586938,226,1776211,404,1710311,160,1158669,88,725612,301,10373582,5164,5063666,472,233483,1332,8470423,1330,3622832,9914,724891961,3419,6819292,990,1442974,7237,2025133,585,1024811,6803,7137656,465,246774,370,340493,93,278727,4273,1212031,6488,1922501,9412,24849754,876,16250469,1027,7495700,25,262145,707,18349191,308,1224111,135,2503225,10,1726620,72,613704,261,3983988,261,1079687,347,8759437,482,8674620,321,1560388,290,148170,274,467730,2113,44389216,1964,27219366,1266,4007495,2133,21003140,631,5355357,1508,-13196142,2139,-7840785,632,560956,94,243052,76,1263395,531,1115871,665,63180177,652,41290557,694,20323912,570,4712767,287,819165,105,73409,5573,1618686,665,276487,339,1164206
